word,stratum,n_valid_sources,all_unlikely,pipeline_checks_passed,gemini_source
agmark,2,2,False,True,enhanced_6thread_revalidation
agnacy,1,1,False,True,enhanced_6thread_revalidation
agnolella,1,1,False,True,enhanced_6thread_revalidation
agnosis,4+,5,False,True,enhanced_6thread_revalidation
agong,3,3,False,True,enhanced_6thread_revalidation
agreer,4+,7,False,True,enhanced_6thread_revalidation
agriresidues,1,1,False,True,enhanced_6thread_revalidation
agrobactin,1,1,False,True,enhanced_6thread_revalidation
agrochems,1,1,False,True,enhanced_6thread_revalidation
agrocorporations,1,1,False,True,enhanced_6thread_revalidation
agroforestal,2,2,False,True,enhanced_6thread_revalidation
agrogeology,4+,6,False,True,enhanced_6thread_revalidation
agrohabitat,1,1,False,True,enhanced_6thread_revalidation
agrohabitats,1,1,False,True,enhanced_6thread_revalidation
agroholdings,1,1,False,True,enhanced_6thread_revalidation
agrohorticultural,2,2,False,True,enhanced_6thread_revalidation
agrohorticulture,2,2,False,True,enhanced_6thread_revalidation
agrohydraulic,1,1,False,True,enhanced_6thread_revalidation
agrohydrological,2,2,False,True,enhanced_6thread_revalidation
agrohydrology,2,2,False,True,enhanced_6thread_revalidation
agroindustrialists,1,1,False,True,enhanced_6thread_revalidation
agroindustrially,1,1,False,True,enhanced_6thread_revalidation
agroinfected,2,2,False,True,enhanced_6thread_revalidation
agroinfectious,1,1,False,True,enhanced_6thread_revalidation
agroinfiltrate,1,1,False,True,enhanced_6thread_revalidation
agroinfiltrated,2,2,False,True,enhanced_6thread_revalidation
agroinfiltrating,1,1,False,True,enhanced_6thread_revalidation
agroinfiltration,3,3,False,True,enhanced_6thread_revalidation
agroinfiltrations,1,1,False,True,enhanced_6thread_revalidation
agroinoculated,2,2,False,True,enhanced_6thread_revalidation
agrolandscapes,1,1,False,True,enhanced_6thread_revalidation
agrometer,1,1,False,True,enhanced_6thread_revalidation
agropyron,4+,7,False,True,enhanced_6thread_revalidation
agropyrons,1,1,False,True,enhanced_6thread_revalidation
aguadiente,1,1,False,True,enhanced_6thread_revalidation
ahepatic,1,1,False,True,enhanced_6thread_revalidation
ahermatypic,3,3,False,True,enhanced_6thread_revalidation
ahhed,3,3,False,True,enhanced_6thread_revalidation
ahistoricalism,1,1,False,True,enhanced_6thread_revalidation
ahmadiyahs,1,1,False,True,enhanced_6thread_revalidation
ahnentafel,3,3,False,True,enhanced_6thread_revalidation
ahnentafels,1,1,False,True,enhanced_6thread_revalidation
ahnfeltia,4+,5,False,True,enhanced_6thread_revalidation
ahrensite,1,1,False,True,enhanced_6thread_revalidation
ahu,4+,7,False,True,enhanced_6thread_revalidation
ahupuaa,2,2,False,True,enhanced_6thread_revalidation
aida,4+,5,False,True,enhanced_6thread_revalidation
ailanth,1,1,False,True,enhanced_6thread_revalidation
aimag,3,3,False,True,enhanced_6thread_revalidation
aimbots,3,3,False,True,enhanced_6thread_revalidation
ainsliaea,2,2,False,True,enhanced_6thread_revalidation
aiolids,1,1,False,True,enhanced_6thread_revalidation
aiolopus,2,2,False,True,enhanced_6thread_revalidation
airballed,4+,4,False,True,enhanced_6thread_revalidation
airballs,3,3,False,True,enhanced_6thread_revalidation
airbeams,3,3,False,True,enhanced_6thread_revalidation
airbladders,1,1,False,True,enhanced_6thread_revalidation
airblasts,3,3,False,True,enhanced_6thread_revalidation
airbleached,1,1,False,True,enhanced_6thread_revalidation
airbleed,1,1,False,True,enhanced_6thread_revalidation
airboard,4+,4,False,True,enhanced_6thread_revalidation
aircells,1,1,False,True,enhanced_6thread_revalidation
airchartering,1,1,False,True,enhanced_6thread_revalidation
aircon,4+,4,False,True,enhanced_6thread_revalidation
aircore,2,2,False,True,enhanced_6thread_revalidation
aircrafts,4+,5,False,True,enhanced_6thread_revalidation
aircrete,2,2,False,True,enhanced_6thread_revalidation
airdam,2,2,False,True,enhanced_6thread_revalidation
airdock,4+,7,False,True,enhanced_6thread_revalidation
airey,4+,4,False,True,enhanced_6thread_revalidation
airlaunching,1,1,False,True,enhanced_6thread_revalidation
airlayer,1,1,False,True,enhanced_6thread_revalidation
airlayered,1,1,False,True,enhanced_6thread_revalidation
airlayers,1,1,False,True,enhanced_6thread_revalidation
airlaying,1,1,False,True,enhanced_6thread_revalidation
airleg,2,2,False,True,enhanced_6thread_revalidation
airletters,3,3,False,True,enhanced_6thread_revalidation
airliftable,1,1,False,True,enhanced_6thread_revalidation
airlinks,3,3,False,True,enhanced_6thread_revalidation
airlocked,4+,4,False,True,enhanced_6thread_revalidation
airmet,3,3,False,True,enhanced_6thread_revalidation
airportable,3,3,False,True,enhanced_6thread_revalidation
airprox,3,3,False,True,enhanced_6thread_revalidation
airproxes,2,2,False,True,enhanced_6thread_revalidation
airscoop,3,3,False,True,enhanced_6thread_revalidation
airscour,1,1,False,True,enhanced_6thread_revalidation
airslaked,1,1,False,True,enhanced_6thread_revalidation
airslide,1,1,False,True,enhanced_6thread_revalidation
airsports,3,3,False,True,enhanced_6thread_revalidation
airtightly,4+,5,False,True,enhanced_6thread_revalidation
airwalks,2,2,False,True,enhanced_6thread_revalidation
airworks,2,2,False,True,enhanced_6thread_revalidation
alaskans,4+,5,False,True,enhanced_6thread_revalidation
albedometer,3,3,False,True,enhanced_6thread_revalidation
albendazoles,1,1,False,True,enhanced_6thread_revalidation
albondiga,3,3,False,True,enhanced_6thread_revalidation
albuginean,1,1,False,True,enhanced_6thread_revalidation
albuminosuria,1,1,False,True,enhanced_6thread_revalidation
albuminurica,1,1,False,True,enhanced_6thread_revalidation
albuminurics,1,1,False,True,enhanced_6thread_revalidation
albumless,1,1,False,True,enhanced_6thread_revalidation
albumlike,1,1,False,True,enhanced_6thread_revalidation
alcabalas,2,2,False,True,enhanced_6thread_revalidation
alcaligenaceae,2,2,False,True,enhanced_6thread_revalidation
alchornea,4+,5,False,True,enhanced_6thread_revalidation
alciopidae,2,2,False,True,enhanced_6thread_revalidation
alciopids,1,1,False,True,enhanced_6thread_revalidation
alciopinae,1,1,False,True,enhanced_6thread_revalidation
alclofenac,2,2,False,True,enhanced_6thread_revalidation
alclometasone,3,3,False,True,enhanced_6thread_revalidation
alcloxa,1,1,False,True,enhanced_6thread_revalidation
alcoholation,1,1,False,True,enhanced_6thread_revalidation
alcoholdehydrogenase,1,1,False,True,enhanced_6thread_revalidation
alcoholfast,1,1,False,True,enhanced_6thread_revalidation
alcoholimeter,4+,5,False,True,enhanced_6thread_revalidation
alcoometers,1,1,False,True,enhanced_6thread_revalidation
alcotests,2,2,False,True,enhanced_6thread_revalidation
alcoxides,1,1,False,True,enhanced_6thread_revalidation
alcyon,4+,7,False,True,enhanced_6thread_revalidation
alcyonaceae,1,1,False,True,enhanced_6thread_revalidation
alcyonacean,4+,6,False,True,enhanced_6thread_revalidation
alcyonia,1,1,False,True,enhanced_6thread_revalidation
alderpeople,2,2,False,True,enhanced_6thread_revalidation
alderperson,3,3,False,True,enhanced_6thread_revalidation
aldesleukin,4+,4,False,True,enhanced_6thread_revalidation
aldimide,1,1,False,True,enhanced_6thread_revalidation
aldimine,4+,6,False,True,enhanced_6thread_revalidation
aldines,2,2,False,True,enhanced_6thread_revalidation
algaic,1,1,False,True,enhanced_6thread_revalidation
alkylporphyrin,1,1,False,True,enhanced_6thread_revalidation
alkylporphyrins,1,1,False,True,enhanced_6thread_revalidation
alkylpurine,2,2,False,True,enhanced_6thread_revalidation
alkylpyrazoles,1,1,False,True,enhanced_6thread_revalidation
alkylpyrazolines,1,1,False,True,enhanced_6thread_revalidation
alkylpyridine,2,2,False,True,enhanced_6thread_revalidation
alkylpyridones,1,1,False,True,enhanced_6thread_revalidation
alkylpyridyl,1,1,False,True,enhanced_6thread_revalidation
alkylpyrimidine,2,2,False,True,enhanced_6thread_revalidation
alkylpyrimidines,2,2,False,True,enhanced_6thread_revalidation
alkylpyrocatechol,1,1,False,True,enhanced_6thread_revalidation
alkylquinoline,2,2,False,True,enhanced_6thread_revalidation
alkylquinolines,1,1,False,True,enhanced_6thread_revalidation
alkylquinolones,2,2,False,True,enhanced_6thread_revalidation
alkylquinones,1,1,False,True,enhanced_6thread_revalidation
alkylquinoxalines,1,1,False,True,enhanced_6thread_revalidation
alkylresorcinol,3,3,False,True,enhanced_6thread_revalidation
alkylselenides,1,1,False,True,enhanced_6thread_revalidation
alkylselenophene,1,1,False,True,enhanced_6thread_revalidation
alkylsilanes,2,2,False,True,enhanced_6thread_revalidation
alkylsiloxanes,1,1,False,True,enhanced_6thread_revalidation
alkylsiloxy,1,1,False,True,enhanced_6thread_revalidation
alkylsilver,2,2,False,True,enhanced_6thread_revalidation
alkylsilylated,1,1,False,True,enhanced_6thread_revalidation
alkylstannane,1,1,False,True,enhanced_6thread_revalidation
alkylsteroids,1,1,False,True,enhanced_6thread_revalidation
alkylsterols,1,1,False,True,enhanced_6thread_revalidation
alkylstibine,1,1,False,True,enhanced_6thread_revalidation
alkylsuccinic,1,1,False,True,enhanced_6thread_revalidation
alkylsulfanyl,2,2,False,True,enhanced_6thread_revalidation
alkylsulfanyls,1,1,False,True,enhanced_6thread_revalidation
alkylsulfatase,1,1,False,True,enhanced_6thread_revalidation
alkylsulfate,1,1,False,True,enhanced_6thread_revalidation
alkylsulfides,1,1,False,True,enhanced_6thread_revalidation
alkylsulfinyl,1,1,False,True,enhanced_6thread_revalidation
alkylsulfonamide,1,1,False,True,enhanced_6thread_revalidation
alkylsulfonamido,1,1,False,True,enhanced_6thread_revalidation
alkylsulfonate,1,1,False,True,enhanced_6thread_revalidation
alkylsulfonates,1,1,False,True,enhanced_6thread_revalidation
alkylsulfonic,2,2,False,True,enhanced_6thread_revalidation
alkylsulfonylamino,1,1,False,True,enhanced_6thread_revalidation
alkylsulfonyloxy,1,1,False,True,enhanced_6thread_revalidation
alkylsulfoxide,1,1,False,True,enhanced_6thread_revalidation
alkylsulfuric,1,1,False,True,enhanced_6thread_revalidation
alkylsulphate,1,1,False,True,enhanced_6thread_revalidation
alkylsulphide,1,1,False,True,enhanced_6thread_revalidation
alkylsulphonate,1,1,False,True,enhanced_6thread_revalidation
alkylsulphonates,1,1,False,True,enhanced_6thread_revalidation
alkylsulphone,1,1,False,True,enhanced_6thread_revalidation
alkylsulphonic,1,1,False,True,enhanced_6thread_revalidation
alkyltetrahydrofurans,1,1,False,True,enhanced_6thread_revalidation
alkylthiazoles,1,1,False,True,enhanced_6thread_revalidation
alkylthiazolium,1,1,False,True,enhanced_6thread_revalidation
alkylthienyl,1,1,False,True,enhanced_6thread_revalidation
alkylthio,3,3,False,True,enhanced_6thread_revalidation
alkylthioacetic,1,1,False,True,enhanced_6thread_revalidation
alkylthiocarbamides,1,1,False,True,enhanced_6thread_revalidation
alkylthioethers,1,1,False,True,enhanced_6thread_revalidation
alkylthiolates,1,1,False,True,enhanced_6thread_revalidation
alkylthiomethylammonium,1,1,False,True,enhanced_6thread_revalidation
alkylthiophene,1,1,False,True,enhanced_6thread_revalidation
alkylthiophenium,1,1,False,True,enhanced_6thread_revalidation
alkylthiophenyl,1,1,False,True,enhanced_6thread_revalidation
alkylthiopurines,1,1,False,True,enhanced_6thread_revalidation
alkylthiovinylacetylenes,1,1,False,True,enhanced_6thread_revalidation
alkyltoluenes,1,1,False,True,enhanced_6thread_revalidation
alkyltrichlorogermanes,1,1,False,True,enhanced_6thread_revalidation
alkyltrichlorophosphonium,1,1,False,True,enhanced_6thread_revalidation
alkyltriethoxysilanes,1,1,False,True,enhanced_6thread_revalidation
alkyltrimethylene,1,1,False,True,enhanced_6thread_revalidation
alkyltropolones,1,1,False,True,enhanced_6thread_revalidation
alkyluracils,1,1,False,True,enhanced_6thread_revalidation
alkylureas,2,2,False,True,enhanced_6thread_revalidation
alkylureido,1,1,False,True,enhanced_6thread_revalidation
alkylurethanes,1,1,False,True,enhanced_6thread_revalidation
alkylurethans,1,1,False,True,enhanced_6thread_revalidation
alkyluric,1,1,False,True,enhanced_6thread_revalidation
alkylvinylacetylenes,1,1,False,True,enhanced_6thread_revalidation
alkylviologens,1,1,False,True,enhanced_6thread_revalidation
alkylxanthic,1,1,False,True,enhanced_6thread_revalidation
alkylxanthines,1,1,False,True,enhanced_6thread_revalidation
alkylzirconium,1,1,False,True,enhanced_6thread_revalidation
alkylzirconocene,1,1,False,True,enhanced_6thread_revalidation
alkynal,2,2,False,True,enhanced_6thread_revalidation
alkynamide,1,1,False,True,enhanced_6thread_revalidation
alkynenitriles,1,1,False,True,enhanced_6thread_revalidation
alkyneselenolates,1,1,False,True,enhanced_6thread_revalidation
alkynoates,2,2,False,True,enhanced_6thread_revalidation
alkynols,2,2,False,True,enhanced_6thread_revalidation
alkynones,1,1,False,True,enhanced_6thread_revalidation
alkynyl,3,3,False,True,enhanced_6thread_revalidation
alkynylaldehydes,1,1,False,True,enhanced_6thread_revalidation
alkynylaluminum,1,1,False,True,enhanced_6thread_revalidation
alkynylamino,1,1,False,True,enhanced_6thread_revalidation
alkynylated,2,2,False,True,enhanced_6thread_revalidation
alkynylation,3,3,False,True,enhanced_6thread_revalidation
alkynylbenzaldehyde,1,1,False,True,enhanced_6thread_revalidation
alkynylborate,1,1,False,True,enhanced_6thread_revalidation
alkynylborates,1,1,False,True,enhanced_6thread_revalidation
alkynylboronic,1,1,False,True,enhanced_6thread_revalidation
alkynylene,1,1,False,True,enhanced_6thread_revalidation
alkynylides,2,2,False,True,enhanced_6thread_revalidation
alkynylmagnesium,1,1,False,True,enhanced_6thread_revalidation
alkynylmetals,1,1,False,True,enhanced_6thread_revalidation
alkynyloxindole,1,1,False,True,enhanced_6thread_revalidation
alkynyloxy,1,1,False,True,enhanced_6thread_revalidation
alkynylpalladium,1,1,False,True,enhanced_6thread_revalidation
alkynyltin,1,1,False,True,enhanced_6thread_revalidation
allactite,4+,6,False,True,enhanced_6thread_revalidation
allantinae,1,1,False,True,enhanced_6thread_revalidation
allantoamnion,1,1,False,True,enhanced_6thread_revalidation
allantoamnionic,2,2,False,True,enhanced_6thread_revalidation
allantoamniotic,1,1,False,True,enhanced_6thread_revalidation
allantochoria,1,1,False,True,enhanced_6thread_revalidation
allantochorion,4+,5,False,True,enhanced_6thread_revalidation
allantoplacental,1,1,False,True,enhanced_6thread_revalidation
allantospermum,2,2,False,True,enhanced_6thread_revalidation
allatectomy,3,3,False,True,enhanced_6thread_revalidation
allatively,1,1,False,True,enhanced_6thread_revalidation
allatocidal,1,1,False,True,enhanced_6thread_revalidation
allatostatins,2,2,False,True,enhanced_6thread_revalidation
allegative,1,1,False,True,enhanced_6thread_revalidation
allegatory,1,1,False,True,enhanced_6thread_revalidation
alleloenzymes,1,1,False,True,enhanced_6thread_revalidation
allelotropic,4+,4,False,True,enhanced_6thread_revalidation
allelozymes,1,1,False,True,enhanced_6thread_revalidation
allenyls,1,1,False,True,enhanced_6thread_revalidation
allenylsilanes,2,2,False,True,enhanced_6thread_revalidation
allergological,2,2,False,True,enhanced_6thread_revalidation
alletorphine,1,1,False,True,enhanced_6thread_revalidation
alleviatives,2,2,False,True,enhanced_6thread_revalidation
allforgiving,2,2,False,True,enhanced_6thread_revalidation
allionia,0,0,True,False,multi_thread_revalidation
allochory,2,2,False,True,enhanced_6thread_revalidation
allochronism,2,2,False,True,enhanced_6thread_revalidation
allochthonic,3,3,False,True,enhanced_6thread_revalidation
alloenzymes,3,3,False,True,enhanced_6thread_revalidation
alloepitope,1,1,False,True,enhanced_6thread_revalidation
alloepitopes,1,1,False,True,enhanced_6thread_revalidation
alloerotic,4+,5,False,True,enhanced_6thread_revalidation
allogeneically,2,2,False,True,enhanced_6thread_revalidation
allogeneous,4+,6,False,True,enhanced_6thread_revalidation
allogenetic,3,3,False,True,enhanced_6thread_revalidation
allogenicity,2,2,False,True,enhanced_6thread_revalidation
allogenism,1,1,False,True,enhanced_6thread_revalidation
allogenisms,1,1,False,True,enhanced_6thread_revalidation
